corvid::haversine_km	Geo	UNMAPPED
corvid::GeoHit	Geo	UNMAPPED
corvid::Collection::geo_within_radius	Geo	UNMAPPED
corvid::Collection::geo_nearest	Geo	UNMAPPED
corvid::Collection::geo_within_bbox	Geo	UNMAPPED
corvid::Collection::create_geo_index	Schema (ALTER)	UNMAPPED
corvid::Collection::link	Graph	UNMAPPED
corvid::Collection::link_weighted	Graph	UNMAPPED
corvid::Collection::neighbors_weighted	Graph	UNMAPPED
corvid::Collection::unlink	Graph	UNMAPPED
corvid::Collection::neighbors	Graph	UNMAPPED
corvid::Collection::in_neighbors	Graph	UNMAPPED
corvid::Collection::traverse	Graph	UNMAPPED
corvid::JoinRow	Joins	UNMAPPED
corvid::Collection::join	Joins	UNMAPPED
corvid::hnsw::DEFAULT_M	Vector search	UNMAPPED
corvid::hnsw::DEFAULT_EF_CONSTRUCTION	Vector search	UNMAPPED
corvid::Hnsw	Vector search	UNMAPPED
corvid::Hnsw::new	Vector search	UNMAPPED
corvid::Hnsw::with_params	Vector search	UNMAPPED
corvid::Hnsw::with_quant	Vector search	UNMAPPED
corvid::Hnsw::with_pq	Vector search	UNMAPPED
corvid::Hnsw::len	Vector search	UNMAPPED
corvid::Hnsw::is_empty	Vector search	UNMAPPED
corvid::Hnsw::insert	Vector search	UNMAPPED
corvid::Hnsw::search	Vector search	UNMAPPED
corvid::Collection::create_vector_index	Schema (ALTER)	UNMAPPED
corvid::Collection::create_vector_index_quantized	Schema (ALTER)	UNMAPPED
corvid::Collection::create_vector_index_ondisk	Schema (ALTER)	UNMAPPED
corvid::Collection::create_vector_index_ondisk_quantized	Schema (ALTER)	UNMAPPED
corvid::Collection::create_vector_index_ondisk_pq	Schema (ALTER)	UNMAPPED
corvid::Collection::create_vector_index_pq	Schema (ALTER)	UNMAPPED
corvid::Collection::create_text_index	Schema (ALTER)	UNMAPPED
corvid::Collection::create_text_index_ondisk	Schema (ALTER)	UNMAPPED
corvid::Collection::create_scalar_index	Schema (ALTER)	UNMAPPED
corvid::Collection::create_compound_index	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Any	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Bool	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Int	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Float	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Text	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Bytes	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Vector	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Array	Schema (ALTER)	UNMAPPED
corvid::schema::FieldType::Map	Schema (ALTER)	UNMAPPED
corvid::schema::Field	Schema (ALTER)	UNMAPPED
corvid::schema::Field::new	Schema (ALTER)	UNMAPPED
corvid::schema::Field::required	Schema (ALTER)	UNMAPPED
corvid::schema::Field::unique	Schema (ALTER)	UNMAPPED
corvid::schema::Schema	Schema (ALTER)	UNMAPPED
corvid::schema::Schema::new	Schema (ALTER)	UNMAPPED
corvid::schema::Schema::field	Schema (ALTER)	UNMAPPED
corvid::schema::Schema::fields	Schema (ALTER)	UNMAPPED
corvid::Collection::set_schema	Schema (ALTER)	UNMAPPED
corvid::Collection::schema	Schema (ALTER)	UNMAPPED
corvid::ChangeKind	Lifecycle	UNMAPPED
corvid::ChangeKind::Insert	Lifecycle	UNMAPPED
corvid::ChangeKind::Delete	Lifecycle	UNMAPPED
corvid::ChangeEvent	Lifecycle	UNMAPPED
corvid::SubscriptionId	Lifecycle	UNMAPPED
corvid::Db::subscribe	Lifecycle	UNMAPPED
corvid::Db::unsubscribe	Lifecycle	UNMAPPED
corvid::SemanticCache	Lifecycle	UNMAPPED
corvid::Collection::semantic_cache	Lifecycle	UNMAPPED
corvid::SemanticCache::put	Lifecycle	UNMAPPED
corvid::SemanticCache::get	Lifecycle	UNMAPPED
corvid::HyperLogLog	Lifecycle	UNMAPPED
corvid::HyperLogLog::new	Lifecycle	UNMAPPED
corvid::HyperLogLog::with_precision	Lifecycle	UNMAPPED
corvid::HyperLogLog::add_bytes	Lifecycle	UNMAPPED
corvid::HyperLogLog::add_hash	Lifecycle	UNMAPPED
corvid::HyperLogLog::estimate	Lifecycle	UNMAPPED
corvid::BloomFilter	Lifecycle	UNMAPPED
corvid::BloomFilter::new	Lifecycle	UNMAPPED
corvid::BloomFilter::add_bytes	Lifecycle	UNMAPPED
corvid::BloomFilter::contains_bytes	Lifecycle	UNMAPPED
corvid::CuckooFilter	Lifecycle	UNMAPPED
corvid::CuckooFilter::new	Lifecycle	UNMAPPED
corvid::CuckooFilter::add_bytes	Lifecycle	UNMAPPED
corvid::CuckooFilter::contains_bytes	Lifecycle	UNMAPPED
corvid::CuckooFilter::delete_bytes	Lifecycle	UNMAPPED
corvid::TDigest	Lifecycle	UNMAPPED
corvid::TDigest::new	Lifecycle	UNMAPPED
corvid::TDigest::add	Lifecycle	UNMAPPED
corvid::TDigest::merge	Lifecycle	UNMAPPED
corvid::TDigest::quantile	Lifecycle	UNMAPPED
corvid::TDigest::cdf	Lifecycle	UNMAPPED
corvid::MinHash	Lifecycle	UNMAPPED
corvid::MinHash::new	Lifecycle	UNMAPPED
corvid::MinHash::signature	Lifecycle	UNMAPPED
corvid::MinHash::jaccard_estimate	Lifecycle	UNMAPPED
corvid::LshIndex	Lifecycle	UNMAPPED
corvid::LshIndex::new	Lifecycle	UNMAPPED
corvid::LshIndex::insert	Lifecycle	UNMAPPED
corvid::LshIndex::candidates	Lifecycle	UNMAPPED
corvid::Collection::approx_distinct	Aggregations	UNMAPPED
corvid::Collection::insert_with_ttl	TTL	UNMAPPED
corvid::Collection::set_ttl	TTL	UNMAPPED
corvid::Collection::ttl	TTL	UNMAPPED
corvid::Collection::purge_expired	TTL	UNMAPPED
corvid::Db::dump	Lifecycle	UNMAPPED
corvid::Db::load	Lifecycle	UNMAPPED
corvid::Db::load_with_renames	Lifecycle	UNMAPPED
corvid::pq::Pq	Vector search	UNMAPPED
corvid::pq::Pq::code_len	Vector search	UNMAPPED
corvid::pq::Pq::dim	Vector search	UNMAPPED
corvid::pq::Pq::params	Vector search	UNMAPPED
corvid::pq::Pq::train	Vector search	UNMAPPED
corvid::pq::Pq::encode	Vector search	UNMAPPED
corvid::pq::Pq::decode	Vector search	UNMAPPED
corvid::pq::Pq::distance	Vector search	UNMAPPED
corvid::pq::Pq::l2_table	Vector search	UNMAPPED
corvid::pq::Pq::adc_l2	Vector search	UNMAPPED
corvid::pq::Pq::to_bytes	Vector search	UNMAPPED
corvid::pq::Pq::from_bytes	Vector search	UNMAPPED
corvid::QueryPlan	Lifecycle	UNMAPPED
corvid::QueryPlan::key	Lifecycle	UNMAPPED
corvid::PlanCache	Lifecycle	UNMAPPED
corvid::PlanCache::new	Lifecycle	UNMAPPED
corvid::PlanCache::get	Lifecycle	UNMAPPED
corvid::PlanCache::insert	Lifecycle	UNMAPPED
corvid::PlanCache::get_or_insert_with	Lifecycle	UNMAPPED
corvid::PlanCache::len	Lifecycle	UNMAPPED
corvid::PlanCache::is_empty	Lifecycle	UNMAPPED
